movieId,title,genres
58,The Postman,"['comedy', 'drama', 'romance']"
59,The Confessional,"['thriller', 'drama', 'mystery']"
60,The Indian in the Cupboard,"['adventure', 'family', 'fantasy']"
61,Eye for an Eye,"['drama', 'thriller']"
62,Mr. Holland's Opus,"['music', 'drama', 'family']"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,['comedy']
64,Two If by Sea,"['comedy', 'romance']"
65,Bio-Dome,['comedy']
66,Lawnmower Man 2: Beyond Cyberspace,"['action', 'science fiction']"
67,Two Bits,"['drama', 'family']"
68,French Twist,"['comedy', 'romance']"
69,Friday,['comedy']
70,From Dusk Till Dawn,"['horror', 'action', 'thriller', 'crime']"
71,Fair Game,"['action', 'thriller', 'romance']"
72,Kicking and Screaming,"['comedy', 'drama', 'romance']"
73,Les Miserables,"['drama', 'history']"
74,Bed of Roses,"['drama', 'romance']"
75,Big Bully,"['comedy', 'family']"
76,Screamers,"['horror', 'science fiction']"
77,Nico Icon,['documentary']
78,The Crossing Guard,"['drama', 'thriller']"
79,The Juror,"['drama', 'thriller']"
80,The White Balloon,"['family', 'drama']"
81,Things to Do in Denver When You're Dead,"['drama', 'crime']"
82,Antonia's Line,"['drama', 'comedy']"
83,Once Upon a Time... When We Were Colored,"['romance', 'drama']"
84,Last Summer in the Hamptons,[]
85,Angels and Insects,"['drama', 'romance']"
86,White Squall,"['action', 'drama']"
87,Dunston Checks In,"['adventure', 'comedy', 'family']"
88,Black Sheep,['comedy']
89,Nick of Time,"['crime', 'drama', 'thriller']"
90,The Journey of August King,['drama']
91,Mary Reilly,"['drama', 'horror', 'thriller', 'romance']"
92,Vampire in Brooklyn,"['comedy', 'horror', 'romance']"
93,Beautiful Girls,"['comedy', 'drama', 'romance']"
94,Broken Arrow,"['action', 'adventure', 'drama', 'thriller']"
95,A Midwinter's Tale,['comedy']
96,La Haine,['drama']
97,Shopping,"['action', 'adventure', 'drama', 'science fiction', 'thriller']"
98,Heidi Fleiss: Hollywood Madam,['documentary']
99,City Hall,"['drama', 'thriller']"
100,Bottle Rocket,"['comedy', 'crime', 'drama']"
101,Mr. Wrong,"['comedy', 'romance']"
102,Unforgettable,"['drama', 'mystery', 'science fiction', 'thriller']"
103,Happy Gilmore,['comedy']
104,The Bridges of Madison County,"['drama', 'romance']"
105,Nobody Loves Me,"['drama', 'comedy', 'family']"
106,Muppet Treasure Island,"['action', 'comedy', 'music', 'family', 'adventure']"
107,Catwalk,['documentary']
108,Headless Body in Topless Bar,['crime']
109,Braveheart,"['action', 'drama', 'history', 'war']"
110,Taxi Driver,"['crime', 'drama']"
111,Rumble in the Bronx,"['crime', 'action', 'comedy', 'thriller']"
112,Before and After,"['drama', 'thriller']"
113,Margaret's Museum,['drama']
114,Happiness Is in the Field,['comedy']
115,Anne Frank Remembered,"['documentary', 'drama', 'foreign']"
116,The Young Poisoner's Handbook,"['comedy', 'crime', 'drama']"
117,If Lucy Fell,"['comedy', 'romance']"
118,Steal Big Steal Little,"['comedy', 'drama']"
119,Race the Sun,"['action', 'adventure', 'comedy', 'drama', 'family']"
120,The Boys of St. Vincent,['drama']
121,Boomerang,"['comedy', 'romance']"
122,Chungking Express,"['drama', 'comedy', 'romance']"
123,The Star Maker,"['drama', 'romance']"
124,Flirting with Disaster,"['comedy', 'romance']"
125,The Neverending Story III: Escape from Fantasia,['fantasy']
126,The Silences of the Palace,['drama']
127,Jupiter's Wife,[]
128,Pie in the Sky,"['comedy', 'romance']"
129,Angela,"['comedy', 'drama']"
130,Frankie Starlight,"['drama', 'romance', 'war']"
131,Jade,"['action', 'thriller', 'mystery', 'romance']"
132,Nueba Yol,"['comedy', 'drama', 'romance']"
133,Sonic Outlaws,"['music', 'documentary']"
134,Down Periscope,['comedy']
135,From the Journals of Jean Seberg,['documentary']
136,Man of the Year,['comedy']
137,The Neon Bible,['drama']
138,Target,[]
139,Up Close & Personal,"['drama', 'romance']"
140,The Birdcage,['comedy']
141,Virgin Mary,['drama']
142,The Brothers McMullen,"['comedy', 'drama', 'romance']"
143,Bad Boys,"['action', 'comedy', 'crime', 'thriller']"
144,The Amazing Panda Adventure,"['action', 'adventure', 'drama', 'family']"
145,The Basketball Diaries,"['drama', 'crime']"
146,An Awfully Big Adventure,"['romance', 'drama', 'comedy']"
147,Amateur,"['crime', 'comedy', 'drama', 'thriller']"
148,Apollo 13,['drama']
149,Rob Roy,['adventure']
150,The Addiction,"['drama', 'horror']"
151,Batman Forever,"['action', 'crime', 'fantasy']"
152,Belle de Jour,"['drama', 'romance']"
153,Beyond Rangoon,"['drama', 'thriller']"
154,Blue in the Face,['comedy']
155,Canadian Bacon,"['action', 'comedy']"
156,Casper,"['fantasy', 'comedy', 'family']"
157,Clockers,"['mystery', 'crime', 'drama']"
158,Congo,"['action', 'adventure', 'drama', 'mystery', 'science fiction', 'thriller']"
159,Crimson Tide,"['action', 'thriller', 'drama']"
160,Crumb,['documentary']
161,Desperado,"['thriller', 'action', 'crime']"
162,Devil in a Blue Dress,"['drama', 'mystery', 'thriller']"
163,Die Hard: With a Vengeance,"['action', 'thriller']"
164,The Doom Generation,"['action', 'comedy', 'crime', 'drama']"
165,Feast of July,"['drama', 'crime']"
166,First Knight,"['action', 'adventure', 'drama', 'romance']"
167,Free Willy 2 - The Adventure Home,['adventure']
168,Hackers,"['action', 'crime', 'thriller', 'drama']"
169,Jeffrey,"['comedy', 'drama', 'romance']"
170,Johnny Mnemonic,"['adventure', 'action', 'drama', 'science fiction', 'thriller']"
171,Judge Dredd,['science fiction']
172,Jury Duty,"['comedy', 'drama']"
173,Kids,"['drama', 'crime']"
174,Living in Oblivion,"['drama', 'comedy']"
175,Lord of Illusions,"['mystery', 'horror', 'thriller']"
176,Love & Human Remains,"['comedy', 'drama']"
177,Mad Love,"['drama', 'family', 'romance']"
178,Mallrats,"['romance', 'comedy']"
179,Mighty Morphin Power Rangers: The Movie,"['action', 'adventure', 'science fiction', 'family', 'fantasy']"
180,Moonlight and Valentino,"['comedy', 'drama', 'romance']"
181,Mute Witness,"['thriller', 'foreign']"
182,Nadja,"['horror', 'thriller']"
183,The Net,"['crime', 'drama', 'mystery', 'thriller', 'action']"
184,Nine Months,['comedy']
185,Party Girl,['comedy']
186,The Prophecy,"['fantasy', 'horror', 'thriller']"
187,Reckless,"['fantasy', 'comedy', 'drama']"
188,Safe,['drama']
189,The Scarlet Letter,"['drama', 'history', 'romance']"
190,The Show,['documentary']
191,Showgirls,['drama']
192,Smoke,"['comedy', 'drama']"
193,Something to Talk About,['comedy']
194,Species,"['science fiction', 'horror', 'action']"
195,The Stars Fell on Henrietta,['drama']
196,Strange Days,"['crime', 'drama', 'science fiction', 'thriller']"
197,The Umbrellas of Cherbourg,"['drama', 'romance']"
198,The Tie That Binds,['thriller']
199,Three Wishes,"['drama', 'fantasy']"
200,Total Eclipse,"['drama', 'romance']"
201,"To Wong Foo, Thanks for Everything! Julie Newmar",['comedy']
202,Under Siege 2: Dark Territory,"['action', 'thriller']"
203,Unstrung Heroes,"['comedy', 'drama', 'family']"
204,Unzipped,['documentary']
205,A Walk in the Clouds,"['drama', 'romance']"
206,Waterworld,"['adventure', 'action']"
207,White Man's Burden,['drama']
208,Wild Bill,"['action', 'western']"
209,The Browning Version,['drama']
210,Bushwhacked,"['adventure', 'action', 'comedy', 'crime', 'family']"
211,Burnt by the Sun,['drama']
212,Before the Rain,"['drama', 'war']"
213,Before Sunrise,"['drama', 'romance']"
214,Billy Madison,['comedy']
215,The Babysitter,"['drama', 'thriller']"
216,Boys on the Side,"['comedy', 'drama']"
217,The Cure,"['drama', 'family']"
218,Castle Freak,"['thriller', 'drama', 'horror', 'mystery']"
219,Circle of Friends,"['drama', 'family', 'romance']"
220,Clerks,['comedy']
221,Don Juan DeMarco,"['romance', 'drama', 'comedy']"
222,Disclosure,"['drama', 'thriller', 'crime', 'mystery', 'romance']"
223,Dream Man,['thriller']
224,Drop Zone,"['action', 'adventure', 'thriller']"
225,Destiny Turns on the Radio,"['crime', 'comedy', 'fantasy']"
226,Death and the Maiden,"['drama', 'thriller', 'mystery']"
227,Dolores Claiborne,"['crime', 'drama', 'mystery']"
228,Dumb and Dumber,['comedy']
229,Eat Drink Man Woman,"['comedy', 'drama', 'romance']"
230,Exotica,"['drama', 'mystery']"
231,Exit to Eden,"['thriller', 'comedy', 'crime', 'romance']"
232,Ed Wood,"['comedy', 'drama', 'history']"
233,French Kiss,"['comedy', 'romance']"
234,Forget Paris,"['comedy', 'drama', 'romance']"
235,Far from Home: The Adventures of Yellow Dog,"['action', 'adventure', 'drama', 'family']"
236,A Goofy Movie,"['romance', 'animation', 'family', 'comedy', 'adventure']"
237,Hideaway,"['drama', 'thriller']"
238,Fluke,"['drama', 'family', 'fantasy']"
239,Farinelli,"['history', 'drama']"
240,Gordy,"['drama', 'family', 'fantasy']"
241,Gumby: The Movie,"['fantasy', 'animation', 'science fiction', 'family']"
242,The Glass Shield,"['drama', 'action', 'thriller', 'crime']"
243,Hoop Dreams,['documentary']
244,Heavenly Creatures,"['drama', 'fantasy']"
245,Houseguest,"['comedy', 'family']"
246,Immortal Beloved,"['drama', 'music', 'romance']"
247,Heavyweights,"['comedy', 'family', 'drama']"
248,The Hunted,"['action', 'thriller']"
249,I.Q.,"['comedy', 'drama', 'romance']"
250,Interview with the Vampire,"['horror', 'romance']"
251,Jefferson in Paris,"['drama', 'romance']"
252,The Jerky Boys,"['comedy', 'crime']"
253,Junior,"['comedy', 'family', 'romance']"
254,Just Cause,"['action', 'drama', 'mystery', 'thriller']"
255,A Kid in King Arthur's Court,"['adventure', 'fantasy', 'comedy', 'science fiction', 'family']"
256,Kiss of Death,"['action', 'crime', 'drama', 'thriller']"
257,Star Wars,"['adventure', 'action', 'science fiction']"
258,Little Women,"['drama', 'romance']"
259,A Little Princess,"['drama', 'family', 'fantasy']"
260,Ladybird Ladybird,['drama']
261,L'Enfer,"['crime', 'drama']"
262,Like Water for Chocolate,"['drama', 'romance']"
263,Legends of the Fall,"['adventure', 'drama', 'romance', 'war']"
264,Major Payne,"['adventure', 'comedy', 'family']"
265,Little Odessa,"['action', 'drama']"
266,Mi Vida Loca,"['crime', 'drama']"
267,Love Affair,"['drama', 'romance']"
268,Losing Isaiah,['drama']
269,The Madness of King George,"['comedy', 'drama', 'history']"
270,Mary Shelley's Frankenstein,"['drama', 'horror', 'science fiction', 'romance']"
271,Man of the House,"['action', 'comedy', 'family']"
272,Mixed Nuts,"['comedy', 'drama', 'romance']"
273,Milk Money,"['comedy', 'romance']"
274,Miracle on 34th Street,"['fantasy', 'drama', 'family']"
275,Miami Rhapsody,"['comedy', 'romance']"
276,My Family,"['comedy', 'drama']"
277,Murder in the First,"['crime', 'drama']"
278,Nobody's Fool,"['drama', 'comedy']"
279,Nell,"['drama', 'thriller']"
280,New Jersey Drive,"['crime', 'drama']"
281,New York Cop,"['action', 'thriller', 'crime', 'drama']"
282,Beyond Bedlam,['horror']
283,Nemesis 2 - Nebula,"['science fiction', 'action', 'thriller']"
284,Nina Takes a Lover,"['drama', 'romance']"
285,Natural Born Killers,"['crime', 'thriller', 'drama']"
286,Only You,"['comedy', 'drama', 'romance']"
287,Once Were Warriors,['drama']
288,Poison Ivy II: Lily,"['drama', 'romance', 'thriller']"
289,Outbreak,"['action', 'drama', 'science fiction', 'thriller']"
290,Leon: The Professional,"['thriller', 'crime', 'drama']"
291,The Perez Family,"['comedy', 'drama', 'romance']"
292,A Pyromaniac's Love Story,"['comedy', 'drama', 'romance']"
293,Pulp Fiction,"['thriller', 'crime']"
294,Panther,['drama']
295,Pushing Hands,"['comedy', 'drama']"
296,Priest,"['drama', 'romance']"
297,Quiz Show,"['history', 'drama']"
298,Picture Bride,"['drama', 'history']"
299,Queen Margot,"['drama', 'history']"
300,The Quick and the Dead,"['action', 'western']"
301,Roommates,"['drama', 'comedy']"
302,Prêt-à-Porter,"['drama', 'comedy']"
303,Three Colors: Red,"['drama', 'mystery', 'romance']"
304,Three Colors: Blue,"['drama', 'music', 'mystery']"
305,Three Colors: White,"['comedy', 'drama', 'mystery']"
306,"Red Firecracker, Green Firecracker",['drama']
307,Rent-a-Kid,"['comedy', 'family', 'tv movie']"
308,Relative Fear,"['horror', 'drama']"
309,Stuart Saves His Family,"['comedy', 'drama']"
310,The Swan Princess,['animation']
311,The Secret of Roan Inish,"['drama', 'family', 'fantasy']"
312,The Specialist,"['action', 'thriller']"
313,Stargate,"['action', 'adventure', 'science fiction']"
314,The Santa Clause,"['fantasy', 'drama', 'comedy', 'family']"
315,The Shawshank Redemption,"['drama', 'crime']"
316,Shallow Grave,"['crime', 'thriller']"
317,Suture,"['drama', 'thriller']"
318,Strawberry and Chocolate,"['comedy', 'drama']"
319,Swimming with Sharks,"['crime', 'comedy']"
320,The Sum of Us,"['comedy', 'drama', 'romance']"
321,Senior Trip,['comedy']
322,To Live,"['drama', 'romance', 'war']"
323,Tank Girl,"['action', 'comedy', 'fantasy', 'science fiction']"
324,Tales from the Crypt: Demon Knight,"['horror', 'comedy', 'thriller']"
325,Star Trek: Generations,"['science fiction', 'action', 'adventure', 'thriller']"
326,Tales from the Hood,"['crime', 'horror', 'thriller']"
327,Tom & Viv,"['drama', 'romance']"
328,Village of the Damned,"['thriller', 'horror', 'science fiction']"
329,Tommy Boy,['comedy']
330,Vanya on 42nd Street,"['drama', 'romance']"
331,The Underneath,"['thriller', 'crime']"
332,The Walking Dead,"['drama', 'war']"
333,What's Eating Gilbert Grape,"['romance', 'drama']"
334,Virtuosity,"['action', 'crime', 'science fiction', 'thriller']"
335,While You Were Sleeping,"['comedy', 'drama', 'romance']"
336,The War,['drama']
337,Double Happiness,"['comedy', 'romance']"
338,Muriel's Wedding,"['drama', 'comedy', 'romance']"
339,The Baby-Sitters Club,"['comedy', 'drama', 'family']"
340,Ace Ventura: Pet Detective,"['comedy', 'mystery']"
341,"The Adventures of Priscilla, Queen of the Desert","['drama', 'comedy']"
342,Backbeat,"['drama', 'music']"
343,Bitter Moon,"['thriller', 'drama', 'romance']"
344,Bullets Over Broadway,"['action', 'comedy', 'thriller']"
345,Clear and Present Danger,"['action', 'drama', 'thriller']"
346,The Client,"['drama', 'thriller', 'crime', 'mystery']"
347,"Corrina, Corrina","['comedy', 'drama', 'family', 'romance']"
348,Crooklyn,"['comedy', 'drama']"
349,The Crow,"['fantasy', 'action', 'thriller']"
350,Cobb,['drama']
351,The Flintstones,"['fantasy', 'comedy', 'family']"
352,Forrest Gump,"['comedy', 'drama', 'romance']"
353,Four Weddings and a Funeral,"['comedy', 'drama', 'romance']"
354,Higher Learning,"['romance', 'drama', 'crime']"
355,I Like It Like That,"['comedy', 'drama', 'romance']"
356,I Love Trouble,"['action', 'comedy', 'romance']"
357,It Could Happen to You,"['comedy', 'drama', 'romance']"
358,The Jungle Book,"['adventure', 'drama', 'family']"
359,"The Wonderful, Horrible Life of Leni Riefenstahl","['documentary', 'foreign']"
360,The Lion King,"['family', 'animation', 'drama']"
361,Little Buddha,"['drama', 'history']"
362,New Nightmare,"['horror', 'thriller', 'mystery', 'fantasy']"
363,The Mask,"['romance', 'comedy', 'crime', 'fantasy']"
364,Maverick,"['action', 'adventure', 'comedy', 'drama', 'western']"
365,Mrs. Parker and the Vicious Circle,['drama']
366,The Naked Gun 33⅓: The Final Insult,"['comedy', 'crime']"
367,The Paper,"['comedy', 'drama']"
368,Reality Bites,['drama']
369,Red Rock West,"['crime', 'drama', 'thriller']"
370,Ri¢hie Ri¢h,"['comedy', 'family']"
371,Safe Passage,['drama']
372,The River Wild,"['action', 'adventure', 'crime', 'thriller']"
373,Speed,"['action', 'adventure', 'crime']"
374,Speechless,"['comedy', 'romance']"
375,Timecop,"['thriller', 'science fiction', 'action', 'crime']"
376,True Lies,"['action', 'thriller']"
377,When a Man Loves a Woman,"['drama', 'romance']"
378,Wolf,['fantasy']
379,Wyatt Earp,"['drama', 'action', 'western']"
380,Bad Company,"['action', 'crime', 'romance', 'thriller']"
381,A Man of No Importance,"['comedy', 'drama']"
382,S.F.W.,"['comedy', 'drama']"
383,A Low Down Dirty Shame,"['action', 'comedy', 'crime']"
384,"Boys Life: Three Stories of Love, Lust, and Liberation",['drama']
385,Colonel Chabert,['drama']
386,"Faster, Pussycat! Kill! Kill!","['action', 'crime']"
387,Jason's Lyric,"['crime', 'drama', 'romance']"
388,The Secret Adventures of Tom Thumb,"['animation', 'science fiction']"
389,Street Fighter,"['action', 'adventure', 'thriller']"
390,Coldblooded,"['action', 'comedy']"
391,Desert Winds,[]
392,Fall Time,"['action', 'adventure', 'crime', 'drama', 'thriller']"
393,The Fear,"['horror', 'thriller']"
394,Frank and Ollie,['documentary']
395,Girl in the Cadillac,"['romance', 'adventure', 'crime', 'drama']"
396,Homage,"['thriller', 'drama']"
397,Mirage,"['action', 'thriller']"
398,Open Season,['comedy']
399,Dos Crímenes,[]
400,Brother Minister: The Assassination of Malcolm X,['documentary']
401,Highlander: The Final Dimension,"['action', 'fantasy', 'science fiction']"
402,Federal Hill,[]
403,In the Mouth of Madness,"['horror', 'mystery', 'thriller']"
404,8 Seconds,"['drama', 'romance']"
405,Above the Rim,"['crime', 'drama']"
406,Addams Family Values,"['comedy', 'family', 'fantasy']"
407,Martin Lawrence: You So Crazy,['comedy']
408,The Age of Innocence,"['drama', 'romance']"
409,Airheads,"['comedy', 'crime', 'music']"
410,The Air Up There,"['comedy', 'family']"
411,Another Stakeout,"['action', 'comedy']"
412,Bad Girls,"['action', 'adventure', 'comedy', 'drama', 'western']"
413,Barcelona,"['comedy', 'drama', 'romance']"
414,Being Human,"['drama', 'comedy', 'fantasy']"
415,The Beverly Hillbillies,['comedy']
416,Beverly Hills Cop III,"['action', 'comedy', 'crime']"
417,Black Beauty,"['action', 'adventure', 'drama', 'family']"
418,Blink,"['mystery', 'crime', 'drama', 'thriller']"
419,Blown Away,"['drama', 'action', 'thriller']"
420,Blue Chips,['drama']
421,Blue Sky,"['drama', 'romance']"
422,Body Snatchers,"['horror', 'science fiction', 'thriller']"
423,Boxing Helena,"['drama', 'romance']"
424,A Bronx Tale,"['drama', 'crime']"
425,Cabin Boy,['comedy']
426,Calendar Girl,"['drama', 'comedy']"
427,Carlito's Way,"['action', 'crime', 'drama', 'thriller']"
428,City Slickers II: The Legend of Curly's Gold,"['action', 'comedy', 'drama', 'western']"
429,Clean Slate,"['comedy', 'thriller', 'mystery']"
430,Cliffhanger,"['action', 'adventure', 'thriller']"
431,Coneheads,"['comedy', 'science fiction', 'family']"
432,Color of Night,"['drama', 'mystery', 'romance', 'thriller']"
433,Cops & Robbersons,"['action', 'comedy', 'family']"
434,The Cowboy Way,"['western', 'action', 'comedy']"
435,Dangerous Game,['drama']
436,Dave,['comedy']
437,Dazed and Confused,"['comedy', 'drama']"
438,Demolition Man,"['crime', 'action', 'science fiction']"
439,The Endless Summer 2,['documentary']
440,Even Cowgirls Get the Blues,"['western', 'drama', 'comedy', 'romance']"
441,Fatal Instinct,['comedy']
442,Farewell My Concubine,['drama']
443,The Favor,"['drama', 'comedy', 'romance']"
444,Fearless,['drama']
445,Fear of a Black Hat,['comedy']
446,With Honors,"['comedy', 'drama']"
447,Flesh and Bone,"['drama', 'mystery', 'romance']"
448,Widows' Peak,"['comedy', 'thriller', 'mystery', 'romance', 'foreign']"
449,For Love or Money,"['comedy', 'romance']"
450,The Firm,"['drama', 'mystery', 'thriller']"
451,Free Willy,"['family', 'adventure']"
452,Fresh,"['crime', 'drama', 'thriller']"
453,The Fugitive,"['adventure', 'action', 'thriller', 'crime', 'mystery']"
454,Geronimo: An American Legend,"['history', 'action', 'drama', 'western']"
455,The Getaway,"['drama', 'action', 'thriller']"
456,Getting Even with Dad,"['family', 'comedy', 'crime']"
457,Go Fish,"['drama', 'romance']"
458,A Good Man in Africa,"['comedy', 'drama']"
459,Guilty as Sin,"['drama', 'thriller']"
460,Hard Target,"['action', 'adventure', 'crime', 'thriller']"
461,Heaven & Earth,"['history', 'war', 'action', 'drama']"
462,Hot Shots! Part Deux,"['action', 'comedy', 'war']"
463,Live Nude Girls,['comedy']
464,The Englishman Who Went Up a Hill But Came Down a Mountain,"['drama', 'comedy', 'romance']"
465,The House of the Spirits,"['romance', 'drama']"
466,House Party 3,['comedy']
467,The Hudsucker Proxy,"['comedy', 'drama']"
468,I'll Do Anything,"['comedy', 'drama']"
469,In the Army Now,['comedy']
470,In the Line of Fire,"['action', 'drama', 'thriller', 'crime', 'mystery']"
471,In the Name of the Father,['drama']
472,The Inkwell,"['comedy', 'drama', 'romance']"
473,What's Love Got to Do with It,"['drama', 'music']"
474,Jimmy Hollywood,['comedy']
475,Judgment Night,"['action', 'thriller', 'crime']"
476,Jurassic Park,"['adventure', 'science fiction']"
477,Kalifornia,"['thriller', 'crime']"
478,Killing Zoe,"['action', 'crime', 'drama', 'thriller']"
479,King of the Hill,['drama']
480,Lassie,"['action', 'adventure', 'drama', 'family']"
481,Last Action Hero,"['adventure', 'fantasy', 'action', 'comedy', 'family']"
482,Life With Mikey,"['comedy', 'family']"
483,Lightning Jack,"['action', 'comedy', 'western']"
484,M. Butterfly,"['drama', 'romance']"
485,Made in America,['comedy']
486,Malice,"['drama', 'crime']"
487,The Man without a Face,['drama']
488,Manhattan Murder Mystery,"['comedy', 'mystery']"
489,Menace II Society,"['drama', 'action', 'crime']"
490,Executive Decision,"['action', 'adventure', 'drama', 'thriller']"
491,In the Realm of the Senses,"['drama', 'romance']"
492,What Happened Was...,"['thriller', 'comedy', 'drama', 'romance']"
493,Much Ado About Nothing,"['drama', 'comedy', 'romance']"
494,Mr. Jones,"['drama', 'romance']"
495,Mr. Wonderful,"['comedy', 'romance']"
496,Mrs. Doubtfire,"['comedy', 'drama', 'family']"
497,Naked,"['comedy', 'drama']"
498,The Next Karate Kid,['adventure']
499,The New Age,"['comedy', 'drama']"
500,No Escape,"['action', 'drama', 'science fiction', 'thriller']"
501,North,"['comedy', 'drama', 'family', 'fantasy', 'science fiction']"
502,Orlando,"['romance', 'drama', 'fantasy']"
503,A Perfect World,"['crime', 'drama', 'thriller']"
504,Philadelphia,['drama']
505,The Piano,"['drama', 'romance']"
506,Poetic Justice,"['drama', 'romance']"
507,The Program,['drama']
508,The Puppet Masters,"['horror', 'science fiction', 'thriller']"
509,Radioland Murders,"['comedy', 'crime', 'drama', 'music', 'mystery', 'romance']"
510,The Ref,['comedy']
511,The Remains of the Day,"['drama', 'romance']"
512,Renaissance Man,"['comedy', 'war']"
513,Rising Sun,"['action', 'drama', 'thriller']"
514,The Road to Wellville,"['comedy', 'romance']"
515,RoboCop 3,"['action', 'adventure', 'crime', 'science fiction', 'thriller']"
516,Robin Hood: Men in Tights,['comedy']
517,Romeo Is Bleeding,"['action', 'crime', 'drama', 'thriller']"
518,Romper Stomper,"['action', 'drama', 'thriller']"
519,Ruby in Paradise,"['drama', 'romance']"
520,Rudy,['drama']
521,The Saint of Fort Washington,['drama']
522,Savage Nights,['drama']
523,Schindler's List,"['drama', 'history', 'war']"
524,The Scout,"['comedy', 'drama']"
525,Searching for Bobby Fischer,['drama']
526,Second Best,['drama']
527,The Secret Garden,"['drama', 'family', 'fantasy']"
528,Serial Mom,"['comedy', 'crime', 'horror', 'thriller']"
529,The Shadow,"['adventure', 'fantasy', 'action', 'thriller', 'science fiction']"
530,Shadowlands,"['drama', 'romance']"
531,Short Cuts,"['comedy', 'drama']"
532,A Simple Twist of Fate,"['drama', 'family']"
533,Sirens,"['comedy', 'drama']"
534,Six Degrees of Separation,"['mystery', 'drama', 'comedy']"
535,Sleepless in Seattle,"['comedy', 'drama', 'romance']"
536,Sliver,"['drama', 'thriller']"
537,Blade Runner,"['science fiction', 'drama', 'thriller']"
538,Son in Law,"['comedy', 'drama', 'romance']"
539,So I Married an Axe Murderer,"['comedy', 'crime', 'romance']"
540,Striking Distance,"['crime', 'action', 'mystery', 'thriller']"
541,Harem,"['history', 'drama', 'romance']"
542,Super Mario Bros.,"['adventure', 'comedy', 'family', 'fantasy']"
543,Surviving the Game,"['action', 'adventure', 'thriller', 'crime']"
544,Terminal Velocity,"['action', 'thriller']"
545,Thirty Two Short Films About Glenn Gould,"['drama', 'music']"
546,Threesome,"['comedy', 'drama', 'family', 'romance']"
547,The Nightmare Before Christmas,"['fantasy', 'animation', 'family']"
548,The Three Musketeers,"['action', 'adventure', 'comedy']"
549,Tombstone,"['action', 'adventure', 'drama', 'history', 'western']"
550,Trial by Jury,"['drama', 'action', 'thriller']"
551,True Romance,"['action', 'thriller', 'crime', 'romance']"
552,The War Room,"['documentary', 'history']"
553,The Pagemaster,"['fantasy', 'science fiction', 'family', 'animation']"
554,"Paris, France","['drama', 'comedy']"
555,"The Beans of Egypt, Maine",[]
556,Killer,"['thriller', 'drama', 'romance']"
557,Welcome to the Dollhouse,"['comedy', 'drama']"
558,Germinal,"['drama', 'romance']"
